productId,modelId,displayName,category,sport,price,salePrice,salePercentage,isFlash,onlineFrom,rating,ratingCount,link,mainImage,secondImage
IE7270,MCH33,Y-3 Runner 4D Halo Shoes,shoes,Lifestyle,450,450,0%,False,2023-04-19T00:00:00.000Z,,-99,https://www.adidas.com/us/y-3-runner-4d-halo-shoes/IE7270.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/75b016f6369a4035b0f6af2d00ece8dd_9366/y-3-runner-4d-halo-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6d93ec96b4964d6f8925af2d00d3d343_9366/y-3-runner-4d-halo-shoes.jpg"
GY3674,LRM20,Kaptir 2.0 Shoes,shoes,Lifestyle,90,72,20%,False,2022-03-01T00:00:00.000Z,4.5546,669,https://www.adidas.com/us/kaptir-2.0-shoes/GY3674.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e65f57f285f04e268a0aad6a01368b22_9366/kaptir-2.0-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/2c4faf2e94c145f79c36ad6a013658a3_9366/kaptir-2.0-shoes.jpg"
H00521,WF306,EQ21 Run Running Shoes,shoes,Running,80,64,20%,False,2021-06-02T00:00:00.000Z,4.5615,700,https://www.adidas.com/us/eq21-run-running-shoes/H00521.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/09841c64a21a49b08190ad0a01403604_9366/eq21-run-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c8b03926b93c42a3b5d1ad0a01400468_9366/eq21-run-running-shoes.jpg"
GV9712,CBY96,Adilette Comfort Sandals,shoes,Lifestyle,40,28,30%,False,2021-12-01T00:00:00.000Z,4.722,9282,https://www.adidas.com/us/adilette-comfort-sandals/GV9712.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/3a432c70006040ffb1e1ad1d00edc631_9366/adilette-comfort-sandals.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/cb3edb9b6d464d5889e1ad1d00ed96f1_9366/adilette-comfort-sandals.jpg"
GX8418,GV8266,Adistar CS Running Shoes,shoes,Running,160,80,50%,False,2022-06-09T00:00:00.000Z,,-99,https://www.adidas.com/us/adistar-cs-running-shoes/GX8418.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c9e1d6bd7fbf4504a289ae2e00aa66ea_9366/adistar-cs-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b85f00d9b875459c88d9ae2e016f9984_9366/adistar-cs-running-shoes.jpg"
HQ6885,BTL66,Adilette Shower Slides,shoes,Lifestyle,30,21,30%,False,2023-01-06T00:00:00.000Z,4.5356,7216,https://www.adidas.com/us/adilette-shower-slides/HQ6885.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f18627443f52451dbebfaf46015f671e_9366/adilette-shower-slides.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c6e2ee3a34da4385825caf4600f45b80_9366/adilette-shower-slides.jpg"
H04343,LRN09A,Lite Racer Adapt 4.0 Shoes,shoes,Lifestyle,70,56,20%,False,2021-03-01T00:00:00.000Z,4.5761,762,https://www.adidas.com/us/lite-racer-adapt-4.0-shoes/H04343.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/4b53505a838f4b5a92e9ac98012dfa3a_9366/lite-racer-adapt-4.0-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/7dcf092148c64a839764ac9800e3ed8f_9366/lite-racer-adapt-4.0-shoes.jpg"
GW8754,CBY96,Adilette Comfort Slides,shoes,Lifestyle,35,28,20%,False,2022-03-01T00:00:00.000Z,4.722,9282,https://www.adidas.com/us/adilette-comfort-slides/GW8754.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/a2b185f2b40b4af58086ad7100bc9123_9366/adilette-comfort-slides.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9292b262bf484a809d49ad7100bc5720_9366/adilette-comfort-slides.jpg"
GW6640,MDB47,Vulc Raid3r Shoes,shoes,Lifestyle,65,39,40%,False,2022-08-20T00:00:00.000Z,,-99,https://www.adidas.com/us/vulc-raid3r-shoes/GW6640.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/39c513ae1f3d4b0fb644aeb500587a57_9366/vulc-raid3r-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/922ac9875c494275a032aeb401153fb6_9366/vulc-raid3r-shoes.jpg"
GY5913,LVH52,Ultra 4D Running Shoes,shoes,Gym & Training,220,132,40%,False,2022-09-16T00:00:00.000Z,5,6,https://www.adidas.com/us/ultra-4d-running-shoes/GY5913.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/133e3de7db57438b91f6aed7015a0523_9366/ultra-4d-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/53d403fba082461488b3af1600f42d98_9366/ultra-4d-running-shoes.jpg"
GY6928,GUE15,Matchbreak Super Shoes,shoes,Skateboarding,75,75,0%,False,2022-10-02T00:00:00.000Z,4.6437,738,https://www.adidas.com/us/matchbreak-super-shoes/GY6928.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/45898ec59eaa4ef0b2ffae680010c66a_9366/matchbreak-super-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6a99217752104ea49a7bae68000f96c3_9366/matchbreak-super-shoes.jpg"
GZ4307,LWY35,NMD_R1 Shoes,shoes,Lifestyle,160,112,30%,False,2022-03-11T00:00:00.000Z,4.531,1859,https://www.adidas.com/us/nmd_r1-shoes/GZ4307.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/15ddb3e833e747cba564ad83013787bb_9366/nmd_r1-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ddc6c0d7abd845c187ddad8301375bd8_9366/nmd_r1-shoes.jpg"
HR0710,LKQ36,D.O.N. Issue #4 Basketball Shoes,shoes,Basketball,120,120,0%,False,2023-02-05T00:00:00.000Z,,-99,https://www.adidas.com/us/d.o.n.-issue-4-basketball-shoes/HR0710.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/03bb662ea2bc4c7f8a06af20015cfa5c_9366/d.o.n.-issue-4-basketball-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8256ef2fff8244b984c9af20014dda13_9366/d.o.n.-issue-4-basketball-shoes.jpg"
GZ5891,LEX99,Adilette Comfort Slides,shoes,Lifestyle,35,35,0%,False,2022-02-09T00:00:00.000Z,4.7426,707,https://www.adidas.com/us/adilette-comfort-slides/GZ5891.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/30378ca9761a43c78c37ad6e00cba5e6_9366/adilette-comfort-slides.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f77511d9098843e9bce9ad6e00cb75c8_9366/adilette-comfort-slides.jpg"
EF8472,GMN51,Busenitz Vulc II Shoes,shoes,Lifestyle,75,75,0%,False,2020-02-01T00:00:00.000Z,4.6658,1017,https://www.adidas.com/us/busenitz-vulc-ii-shoes/EF8472.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/a4daa34dc31f4780814faa9e01011506_9366/busenitz-vulc-ii-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c2dfdf904c4745cba294aa9e01016880_9366/busenitz-vulc-ii-shoes.jpg"
GX4285,GTE69,Adilette Boost Slides,shoes,Lifestyle,65,65,0%,False,2022-06-09T01:00:00.000Z,4.5674,1849,https://www.adidas.com/us/adilette-boost-slides/GX4285.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/a6a113e07d2f4425817cae74008f41e1_9366/adilette-boost-slides.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6dc87d405cd5455ebcd1ae6f01383e67_9366/adilette-boost-slides.jpg"
GX6784,LKK47,Lite Racer Adapt 5.0 Shoes,shoes,Lifestyle,70,70,0%,False,2022-08-20T00:00:00.000Z,,-99,https://www.adidas.com/us/lite-racer-adapt-5.0-shoes/GX6784.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/78cda69000e045f29d6faeae0165fb08_9366/lite-racer-adapt-5.0-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/a7191f1bcf2b4de9ba13aeae01639ff1_9366/lite-racer-adapt-5.0-shoes.jpg"
HQ8872,LKX99,adidas Racer TR21 x LEGO® Shoes,shoes,Lifestyle,85,85,0%,False,2022-12-02T00:00:00.000Z,4.7882,118,https://www.adidas.com/us/adidas-racer-tr21-x-lego-shoes/HQ8872.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e27335974a884ee7a781af470157a5d4_9366/adidas-racer-tr21-x-lego-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/628d18a844bc49fb97d5af4700cddbaa_9366/adidas-racer-tr21-x-lego-shoes.jpg"
HP5985,LSI56,ZNSORED Shoes,shoes,Lifestyle,80,80,0%,False,2023-02-01T00:00:00.000Z,,-99,https://www.adidas.com/us/znsored-shoes/HP5985.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/209e0ef96ed24ce8b53faf35011e18f2_9366/znsored-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8de9f9eb15444e489459af35011dc256_9366/znsored-shoes.jpg"
HQ4451,LWY35,NMD_R1 Shoes,shoes,Lifestyle,160,128,20%,False,2022-12-16T00:00:00.000Z,4.531,1859,https://www.adidas.com/us/nmd_r1-shoes/HQ4451.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/2559eb7a81e54e8db8b5aef900fdd327_9366/nmd_r1-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1c3d884f0e0043408142aef900fd8116_9366/nmd_r1-shoes.jpg"
HQ7110,LIW53,Forum Exhibit Low Shoes,shoes,Lifestyle,110,110,0%,False,2023-04-14T00:00:00.000Z,,-99,https://www.adidas.com/us/forum-exhibit-low-shoes/HQ7110.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/342c9b6772824bd79925af320120b5c3_9366/forum-exhibit-low-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ae2b0e1547f044dbb84aaf32015ac324_9366/forum-exhibit-low-shoes.jpg"
FX5499,S75104L,Stan Smith Shoes,shoes,Lifestyle,100,100,0%,False,2021-03-01T00:00:00.000Z,4.8889,9,https://www.adidas.com/us/stan-smith-shoes/FX5499.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/a5fcacece8b44e7b8fb0ac320126959b_9366/stan-smith-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d6af746f93664a2a9067ac3200a2831f_9366/stan-smith-shoes.jpg"
GX9220,LWY47,Solarcontrol Running Shoes,shoes,Running,130,91,30%,False,2022-07-02T00:00:00.000Z,4.5,2,https://www.adidas.com/us/solarcontrol-running-shoes/GX9220.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/07c6da1734db43ffafccae6f015824f3_9366/solarcontrol-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/394ad37ae03e47f482e8ae6f0157d469_9366/solarcontrol-running-shoes.jpg"
GW9647,CBY96,Adilette Comfort Slides,shoes,Lifestyle,40,24,40%,False,2022-07-10T00:00:00.000Z,4.722,9282,https://www.adidas.com/us/adilette-comfort-slides/GW9647.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d07195f7b97c454e8dc9aecb0106f461_9366/adilette-comfort-slides.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d77d97aaa19c49e7acf4aecb0105ea85_9366/adilette-comfort-slides.jpg"
GY9350,LPZ47,Ultraboost Light Running Shoes,shoes,Training,190,190,0%,False,2023-03-04T00:00:00.000Z,,-99,https://www.adidas.com/us/ultraboost-light-running-shoes/GY9350.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b97c8a8048a0488d8025af89012c6cb8_9366/ultraboost-light-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/eca7c3a5ccc94d479accaf8c00fbafa4_9366/ultraboost-light-running-shoes.jpg"
CQ2809,IAZ12,Gazelle Shoes,shoes,Lifestyle,100,100,0%,False,2022-02-07T00:00:00.000Z,4.751,15822,https://www.adidas.com/us/gazelle-shoes/CQ2809.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1456cf05b2f54703bfc3a81700a2dcaa_9366/gazelle-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/979b1355f7da4d3b8cfaa81700a2886b_9366/gazelle-shoes.jpg"
GY0002,KYQ84,Forum Low Shoes,shoes,Lifestyle,110,110,0%,False,2022-12-18T00:00:00.000Z,4.719,306,https://www.adidas.com/us/forum-low-shoes/GY0002.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/4db427ea6e1a4c82a5a2af1c00189adb_9366/forum-low-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/7dc3261916c54b32b057af1c0014f4ab_9366/forum-low-shoes.jpg"
GV9063,LIZ51,Ultra 4DFWD Running Shoes,shoes,Running,220,220,0%,False,2023-04-01T00:00:00.000Z,,-99,https://www.adidas.com/us/ultra-4dfwd-running-shoes/GV9063.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/820616030b9447b797d8af9c00a366b0_9366/ultra-4dfwd-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ae1b69a78a2b452b96e5af9c00a31a34_9366/ultra-4dfwd-running-shoes.jpg"
GW3905,LSW18,Dropset Trainer Shoes,shoes,Training,130,104,20%,False,2022-08-20T00:00:00.000Z,4.5518,145,https://www.adidas.com/us/dropset-trainer-shoes/GW3905.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9e08014aaa754a71839aaebc00f72bf1_9366/dropset-trainer-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8fd75b4800d949cfb3d5aebc00f59a41_9366/dropset-trainer-shoes.jpg"
GW8336,LWO08,Duramo 10 Running Shoes,shoes,Running,70,56,20%,False,2021-11-24T00:00:00.000Z,4.6079,459,https://www.adidas.com/us/duramo-10-running-shoes/GW8336.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/aa048bf416664f588de3ad6600ac438f_9366/duramo-10-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/99c458bdb9924ba7acb0ad6600ac1668_9366/duramo-10-running-shoes.jpg"
HQ6785,LSH80,Stan Smith Lux Shoes,shoes,Lifestyle,145,145,0%,False,2022-12-13T00:00:00.000Z,,-99,https://www.adidas.com/us/stan-smith-lux-shoes/HQ6785.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f6bfb2c064a64c498e57af1700593332_9366/stan-smith-lux-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/2808539c9b2342d581d5af1700593efb_9366/stan-smith-lux-shoes.jpg"
GZ9259,LWY35,NMD_R1 Primeblue Shoes,shoes,Lifestyle,150,150,0%,False,2021-06-16T00:00:00.000Z,4.531,1859,https://www.adidas.com/us/nmd_r1-primeblue-shoes/GZ9259.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/790b7c4960fc49edb76aad4700a3fb1c_9366/nmd_r1-primeblue-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8545a5f9d2bb43b49995ad4700a3d16a_9366/nmd_r1-primeblue-shoes.jpg"
HP9824,LSI56,ZNSORED Shoes,shoes,Lifestyle,80,80,0%,False,2023-02-02T00:00:00.000Z,,-99,https://www.adidas.com/us/znsored-shoes/HP9824.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/46c8938148e84c59856eaf6300b41ee7_9366/znsored-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/5c716ad29282453eb802af6300b3da25_9366/znsored-shoes.jpg"
HP9415,LSH71,Adicane Slides,shoes,Lifestyle,50,50,0%,False,2023-01-06T00:00:00.000Z,,-99,https://www.adidas.com/us/adicane-slides/HP9415.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/de6b4e6f076f472abf49af500102e3e1_9366/adicane-slides.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/80dd1463366c480494ddaf5000bd9d23_9366/adicane-slides.jpg"
FW3270,KYZ12,Daily 3.0 Shoes,shoes,Lifestyle,65,65,0%,False,2020-06-17T00:00:00.000Z,4.6733,1613,https://www.adidas.com/us/daily-3.0-shoes/FW3270.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/3fa0c22a7de2442497c7aba400c2a700_9366/daily-3.0-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ab714234c4a745ce94c2aba400aa96c3_9366/daily-3.0-shoes.jpg"
FY7757,KYQ84,Forum Low Shoes,shoes,Lifestyle,100,100,0%,False,2021-06-02T00:00:00.000Z,4.719,306,https://www.adidas.com/us/forum-low-shoes/FY7757.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ca6eb69651d94083889cacb60018d8bb_9366/forum-low-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ceec94ff45ea4cb9a1c6acb6001bf4ad_9366/forum-low-shoes.jpg"
FZ5926,LTL40,Retropy E5 Shoes,shoes,Lifestyle,130,78,40%,False,2022-10-19T00:00:00.000Z,4.7364,584,https://www.adidas.com/us/retropy-e5-shoes/FZ5926.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e922a3abeae8417c850daedd00e42ec9_9366/retropy-e5-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/1e2e68aabab540b1a4bfaedd00e4134d_9366/retropy-e5-shoes.jpg"
G48060,SO695,Busenitz Pro Shoes,shoes,Lifestyle,85,85,0%,False,2014-01-02T00:00:00.000Z,4.6169,1968,https://www.adidas.com/us/busenitz-pro-shoes/G48060.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/2ca0089986704cfdad3da59900e50082_9366/busenitz-pro-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/56a02df0fa1141b5b698a4aa00b20086_9366/busenitz-pro-shoes.jpg"
HQ8595,LPZ47,Ultraboost Light Running Shoes,shoes,Training,190,190,0%,False,2023-04-14T00:00:00.000Z,,-99,https://www.adidas.com/us/ultraboost-light-running-shoes/HQ8595.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/3cb0e23c492f41a19e6caf9c0144295d_9366/ultraboost-light-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d8b7c5c0b076482294a1af9c0143da55_9366/ultraboost-light-running-shoes.jpg"
HQ8589,LOT20,Pureboost 22 Running Shoes,shoes,Running,140,140,0%,False,2023-03-16T00:00:00.000Z,4.5001,10,https://www.adidas.com/us/pureboost-22-running-shoes/HQ8589.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e8ca3e686efc4f6f9fc8af8000fd7de7_9366/pureboost-22-running-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/8c125524764347ca8f4eaf8000e3f56b_9366/pureboost-22-running-shoes.jpg"
F35550,DBF11,Adilette Aqua Slides,shoes,Lifestyle,28,28,0%,False,2020-05-01T00:00:00.000Z,4.5069,7722,https://www.adidas.com/us/adilette-aqua-slides/F35550.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6bb0ad54348c47259b37a991001db518_9366/adilette-aqua-slides.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/2cc27c722bac40deaaeba991001cfe12_9366/adilette-aqua-slides.jpg"
HP5356,LSG64,Xbox NMD_V3 Shoes,shoes,Lifestyle,180,126,30%,False,2023-04-01T00:00:00.000Z,,-99,https://www.adidas.com/us/xbox-nmd_v3-shoes/HP5356.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9b3626d731374d04b772aea1001012f3_9366/xbox-nmd_v3-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/fc589e6dee824f11b877aea10001031a_9366/xbox-nmd_v3-shoes.jpg"
GY6163,LPT48,NMD_R1 V2 Shoes,shoes,Lifestyle,160,160,0%,False,2023-01-06T00:00:00.000Z,4.5536,616,https://www.adidas.com/us/nmd_r1-v2-shoes/GY6163.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/aa0fc2e0eb6e40b28980add60125d7c0_9366/nmd_r1-v2-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/9d35688121504d0c8249add601162b56_9366/nmd_r1-v2-shoes.jpg"
FZ6439,MDE68,Stan Smith Crepe Shoes,shoes,Lifestyle,145,145,0%,False,2022-12-11T00:00:00.000Z,,-99,https://www.adidas.com/us/stan-smith-crepe-shoes/FZ6439.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/dc92d382c08e463b831faf1e00e41459_9366/stan-smith-crepe-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e67239ec226b4698a395af1e00c303ae_9366/stan-smith-crepe-shoes.jpg"
GY9410,Y6523,Hyperturf Shoes,shoes,Lifestyle,140,98,30%,False,2022-11-26T00:00:00.000Z,,-99,https://www.adidas.com/us/hyperturf-shoes/GY9410.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e15d6dbc53ce40a89b90ae98017aaaf6_9366/hyperturf-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c4f11c99644c423bbba0ae98017a5c13_9366/hyperturf-shoes.jpg"
GY7357,LZV72,NMD_R1 V3 Shoes,shoes,Lifestyle,170,119,30%,False,2023-02-02T00:00:00.000Z,,-99,https://www.adidas.com/us/nmd_r1-v3-shoes/GY7357.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/eb3496516b0f4472b067af5b0126358c_9366/nmd_r1-v3-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d555cda8d00148a69a91af5b0125f988_9366/nmd_r1-v3-shoes.jpg"
HQ4202,MCX44,Ultraboost 1.0 Shoes,shoes,Lifestyle,190,190,0%,False,2022-12-16T00:00:00.000Z,,-99,https://www.adidas.com/us/ultraboost-1.0-shoes/HQ4202.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/dd19b839ea7444cd84e7af16000c7242_9366/ultraboost-1.0-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/cd622d8a4dbb4506b082af1600051fc5_9366/ultraboost-1.0-shoes.jpg"
IE1855,IE1855,Forum Low CL x Indigo Herz Shoes,shoes,Lifestyle,110,110,0%,False,2023-04-17T07:00:00.000Z,,-99,https://www.adidas.com/us/forum-low-cl-x-indigo-herz-shoes/IE1855.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/94c39d2867404df293a7af5b0105eef2_9366/forum-low-cl-x-indigo-herz-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/d11f27988d814074bb53afa80101af01_9366/forum-low-cl-x-indigo-herz-shoes.jpg"
HR1578,LQF32,Ultraboost Cleats,shoes,Football,180,180,0%,False,2022-11-11T00:00:00.000Z,,-99,https://www.adidas.com/us/ultraboost-cleats/HR1578.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/db296c1122784917bdffae6e018a3cf5_9366/ultraboost-cleats.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/a7a5c66a1ef841fd878eae6e01868635_9366/ultraboost-cleats.jpg"
HR1577,LQF32,Ultraboost Cleats,shoes,Football,180,180,0%,False,2022-11-11T00:00:00.000Z,,-99,https://www.adidas.com/us/ultraboost-cleats/HR1577.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f67ba60bd6154b5f93b4ae6e018b18d1_9366/ultraboost-cleats.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/f285c75bc4824a8fa530ae6e01874cd6_9366/ultraboost-cleats.jpg"
HR0988,LQF32,Ultraboost Cleats,shoes,Football,180,180,0%,False,2022-11-11T00:00:00.000Z,,-99,https://www.adidas.com/us/ultraboost-cleats/HR0988.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/675bcdf09e2147d6afefae6e018a0ff7_9366/ultraboost-cleats.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ef1aac7a8bd24dacb845ae6e0184b132_9366/ultraboost-cleats.jpg"
HR0987,LQF32,Ultraboost Cleats,shoes,Football,180,180,0%,False,2022-11-11T00:00:00.000Z,,-99,https://www.adidas.com/us/ultraboost-cleats/HR0987.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/ace8393fb45d4ab692dfae6e018aebd5_9366/ultraboost-cleats.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/069638edc60a409d8c80ae6e01858374_9366/ultraboost-cleats.jpg"
HP9136,LTF01,Copa Mundial.1 Firm Ground Soccer Cleats,shoes,Football,180,180,0%,False,2022-12-02T00:00:00.000Z,,-99,https://www.adidas.com/us/copa-mundial.1-firm-ground-soccer-cleats/HP9136.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/c84b8b135c6f47479f92aed30118babb_9366/copa-mundial.1-firm-ground-soccer-cleats.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/6b3529ad632b4fe9ad4faf1600f464f5_9366/copa-mundial.1-firm-ground-soccer-cleats.jpg"
GZ8959,LLA24,Forum 84 Low Shoes,shoes,Lifestyle,100,60,40%,False,2021-07-01T00:00:00.000Z,4.7944,355,https://www.adidas.com/us/forum-84-low-shoes/GZ8959.html,"https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/e3069ad940124b65bbf3acfa013feac9_9366/forum-84-low-shoes.jpg","https://assets.adidas.com/images/w_280,h_280,f_auto,q_auto:sensitive/b2fe50d100d6493d9e49acfa014059a8_9366/forum-84-low-shoes.jpg"
